,household,date,score,t_out,t_unit,hvac
33,c34,2018-01-07,43.0,4.28337310850414,74.9756944444444,384.9605925
34,c35,2018-01-07,96.0,4.28337310850414,70.558912037037,349.025111388889
35,c36,2018-01-07,85.0,4.28337310850414,69.6668402777779,276.682918888889
36,c37,2018-01-07,97.0,4.28337310850414,71.1046296296295,14.8695080555556
37,c38,2018-01-07,61.0,4.28337310850414,75.1269097222222,255.290799444444
38,c39,2018-01-07,68.0,4.28337310850414,73.9307291666666,178.587329444444
39,c40,2018-01-07,80.0,4.28337310850414,73.3722800925926,230.528018888889
40,c41,2018-01-07,99.0,4.28337310850414,68.2171874999999,0.0
41,c42,2018-01-07,78.0,4.28337310850414,74.7574074074075,166.125770277778
42,c43,2018-01-07,50.0,4.28337310850414,77.5181134259256,375.156266111111
43,c44,2018-01-07,52.0,4.28337310850414,76.9130787037036,416.527955833333
44,c45,2018-01-07,69.0,4.28337310850414,76.2511574074074,454.649786388889
45,c46,2018-01-07,74.0,4.28337310850414,72.6983796296293,303.970015
46,c47,2018-01-07,65.0,4.28337310850414,74.6695601851848,433.193304166667
47,c48,2018-01-07,13.0,4.28337310850414,73.407696759259,531.596010277778
48,c49,2018-01-07,86.0,4.28337310850414,72.1056134259258,239.518892777778
49,c50,2018-01-07,49.0,4.28337310850414,76.6704861111108,435.449162777778
50,a1,2018-01-14,98.0,33.4441716269806,67.812648809524,116.952821388889
51,a10,2018-01-14,74.0,33.4441716269806,71.9596230158729,76.6061572222222
52,a11,2018-01-14,85.0,33.4441716269806,71.0603174603174,183.933190833333
53,a12,2018-01-14,87.0,33.4441716269806,74.3822420634919,64.2409677777778
54,a13,2018-01-14,95.0,33.4441716269806,67.4707341269837,61.0823511111111
57,a16,2018-01-14,31.0,33.4441716269806,70.5367559523809,528.855419722222
58,a2,2018-01-14,44.0,33.4441716269806,75.8138392857145,481.807278055556
59,a3,2018-01-14,43.0,33.4441716269806,75.7065476190476,247.158407777778
60,a4,2018-01-14,98.0,33.4441716269806,68.8014880952381,0.0
61,a5,2018-01-14,78.0,33.4441716269806,74.7868551587301,137.786710833333
62,a6,2018-01-14,37.0,33.4441716269806,73.6816964285711,217.853615555556
63,a7,2018-01-14,54.0,33.4441716269806,76.0639880952381,186.373901666667
64,a8,2018-01-14,61.0,33.4441716269806,74.357142857143,214.5877275
65,a9,2018-01-14,41.0,33.4441716269806,78.5571924603171,321.834468333333
66,b17,2018-01-14,70.0,33.4441716269806,75.1134920634921,163.867247222222
67,b18,2018-01-14,85.0,33.4441716269806,71.5584223013052,200.262954722222
68,b19,2018-01-14,44.0,33.4441716269806,75.2999007936508,0.0
69,b20,2018-01-14,81.0,33.4441716269806,74.5764880952379,41.8212469444444
70,b21,2018-01-14,52.0,33.4441716269806,75.5314484126988,182.531506388889
71,b22,2018-01-14,53.0,33.4441716269806,75.6316964285715,61.8653841666667
72,b23,2018-01-14,43.0,33.4441716269806,78.6843253968255,197.924671666667
73,b24,2018-01-14,100.0,33.4441716269806,69.1622519841266,7.27471166666667
74,b25,2018-01-14,87.0,33.4441716269806,73.2844742063494,49.2700186111111
75,b26,2018-01-14,97.0,33.4441716269806,70.9746031746029,9.96581055555556
77,b28,2018-01-14,100.0,33.4441716269806,72.365773809524,44.7941191666667
78,b29,2018-01-14,51.0,33.4441716269806,75.6449900793649,258.034325555556
79,b30,2018-01-14,100.0,33.4441716269806,73.5410714285713,6.07693666666667
80,b31,2018-01-14,60.0,33.4441716269806,75.1323908730162,235.920551111111
82,b33,2018-01-14,87.0,33.4441716269806,73.0136408730161,123.570038888889
83,c34,2018-01-14,52.0,33.4441716269806,74.5146825396823,250.263310833333
84,c35,2018-01-14,93.0,33.4441716269806,70.6417658730158,183.255271666667
85,c36,2018-01-14,85.0,33.4441716269806,69.9048611111111,93.6274188888889
86,c37,2018-01-14,83.0,33.4441716269806,72.8560515873019,20.5765372222222
87,c38,2018-01-14,74.0,33.4441716269806,73.3319444444445,88.9083430555556
88,c39,2018-01-14,58.0,33.4441716269806,75.937400793651,234.444786666667
89,c40,2018-01-14,86.0,33.4441716269806,75.0488591269842,111.124267222222
90,c41,2018-01-14,98.0,33.4441716269806,69.9809027777776,0.0
91,c42,2018-01-14,80.0,33.4441716269806,74.6040674603178,36.2618230555556
92,c43,2018-01-14,47.0,33.4441716269806,77.3684523809524,209.369665833333
93,c44,2018-01-14,56.0,33.4441716269806,76.3451884920635,226.713674722222
94,c45,2018-01-14,63.0,33.4441716269806,77.4225198412695,297.070599166667
95,c46,2018-01-14,70.0,33.4441716269806,72.7065972222222,145.999905833333
96,c47,2018-01-14,62.0,33.4441716269806,74.6547123015874,255.253713611111
97,c48,2018-01-14,36.0,33.4441716269806,77.7134920634915,430.2507925
98,c49,2018-01-14,89.0,33.4441716269806,72.874007936508,62.691835
99,c50,2018-01-14,50.0,33.4441716269806,76.5268849206346,239.483098333333
100,a1,2018-01-21,100.0,19.5841021825406,66.5127830900856,116.128584722222
101,a10,2018-01-21,71.0,19.5841021825406,72.4743055555558,202.889570277778
102,a11,2018-01-21,65.0,19.5841021825406,72.584771825397,403.935295833333
103,a12,2018-01-21,57.0,19.5841021825406,73.453521825397,151.551770833333
104,a13,2018-01-21,100.0,19.5841021825406,65.7821924603177,1.13581361111111
107,a16,2018-01-21,25.0,19.5841021825406,68.8672977178422,546.217024166667
108,a2,2018-01-21,45.0,19.5841021825406,75.7537202380952,571.447103611111
109,a3,2018-01-21,47.0,19.5841021825406,76.3745039682536,426.550158888889
110,a4,2018-01-21,98.0,19.5841021825406,67.8806680161947,0.0
111,a5,2018-01-21,67.0,19.5841021825406,75.4637400793651,229.760337222222
112,a6,2018-01-21,44.0,19.5841021825406,73.6677083333332,338.223840277778
113,a7,2018-01-21,65.0,19.5841021825406,76.3250496031746,263.174937777778
114,a8,2018-01-21,59.0,19.5841021825406,74.1130456349206,318.115575555556
115,a9,2018-01-21,41.0,19.5841021825406,78.5723214285709,431.236406666667
116,b17,2018-01-21,69.0,19.5841021825406,74.9620535714284,296.645427777778
117,b18,2018-01-21,88.0,19.5841021825406,70.1911616161614,300.858225277778
118,b19,2018-01-21,25.0,19.5841021825406,75.2684523809523,0.0
119,b20,2018-01-21,78.0,19.5841021825406,74.1286706349208,60.4784525
120,b21,2018-01-21,59.0,19.5841021825406,75.5751488095236,304.332435555556
121,b22,2018-01-21,51.0,19.5841021825406,75.6494543650792,88.8917036111111
122,b23,2018-01-21,43.0,19.5841021825406,78.5968749999997,310.253051944444
123,b24,2018-01-21,100.0,19.5841021825406,68.4080866807608,6.7229075
124,b25,2018-01-21,77.0,19.5841021825406,73.8404761904761,252.8286675
125,b26,2018-01-21,98.0,19.5841021825406,70.6575396825396,31.6622638888889
127,b28,2018-01-21,100.0,19.5841021825406,71.9879464285714,43.89534
128,b29,2018-01-21,56.0,19.5841021825406,75.3988591269836,322.5657325
129,b30,2018-01-21,100.0,19.5841021825406,73.7250248015878,8.22620861111111
130,b31,2018-01-21,63.0,19.5841021825406,74.8137896825396,428.489641388889
132,b33,2018-01-21,94.0,19.5841021825406,68.1823908730162,113.066014722222
133,c34,2018-01-21,43.0,19.5841021825406,73.9798332464826,289.153891944444
134,c35,2018-01-21,97.0,19.5841021825406,69.0626488095241,236.428821111111
135,c36,2018-01-21,85.0,19.5841021825406,69.7213370473539,148.973031666667
136,c37,2018-01-21,86.0,19.5841021825406,72.2636408730159,57.9602408333333
137,c38,2018-01-21,66.0,19.5841021825406,74.0734623015873,181.489565
138,c39,2018-01-21,47.0,19.5841021825406,76.7109126984127,276.905899166667
139,c40,2018-01-21,79.0,19.5841021825406,74.5090525793652,239.611886666667
140,c41,2018-01-21,99.0,19.5841021825406,69.4534474206349,0.0
141,c42,2018-01-21,64.0,19.5841021825406,76.3062996031745,237.576191388889
142,c43,2018-01-21,39.0,19.5841021825406,78.651785714286,343.660663333333
143,c44,2018-01-21,29.0,19.5841021825406,78.3013888888885,380.792493333333
144,c45,2018-01-21,58.0,19.5841021825406,78.0074404761902,452.707468611111
145,c46,2018-01-21,74.0,19.5841021825406,72.5706349206348,328.840938888889
146,c47,2018-01-21,48.0,19.5841021825406,74.4768063145111,362.155150555556
147,c48,2018-01-21,84.0,19.5841021825406,66.0919470490899,161.683475555556
148,c49,2018-01-21,86.0,19.5841021825406,72.1608630952381,241.222269166667
149,c50,2018-01-21,48.0,19.5841021825406,76.7921626984123,398.346791388889
150,a1,2018-01-28,96.0,41.076512896823,69.5755456349205,61.0861483333333
151,a10,2018-01-28,83.0,41.076512896823,71.7536706349207,53.1711166666667
152,a11,2018-01-28,70.0,41.076512896823,72.3937003968251,109.078536388889
153,a12,2018-01-28,66.0,41.076512896823,73.3351190476196,48.4560869444444
154,a13,2018-01-28,100.0,41.076512896823,67.5405257936504,1.22749583333333
157,a16,2018-01-28,70.0,41.076512896823,70.199007936508,306.014274444444
158,a2,2018-01-28,48.0,41.076512896823,75.7931547619048,371.149545833333
159,a3,2018-01-28,41.0,41.076512896823,76.6937003968254,187.494111388889
160,a4,2018-01-28,100.0,41.076512896823,69.3413716814157,0.0
161,a5,2018-01-28,74.0,41.076512896823,75.3823412698413,79.4337180555556
162,a6,2018-01-28,48.0,41.076512896823,74.1620535714289,219.448587222222
163,a7,2018-01-28,57.0,41.076512896823,76.4613591269838,205.066960833333
164,a8,2018-01-28,64.0,41.076512896823,74.541617063492,144.920278888889
165,a9,2018-01-28,43.0,41.076512896823,78.6764880952378,194.026490555556
166,b17,2018-01-28,70.0,41.076512896823,74.6287698412697,146.174332777778
167,b18,2018-01-28,95.0,41.076512896823,69.8113768961494,62.9410713888889
168,b19,2018-01-28,25.0,41.076512896823,76.2512896825397,0.0
169,b20,2018-01-28,76.0,41.076512896823,74.1609623015872,21.0026480555556
170,b21,2018-01-28,65.0,41.076512896823,75.1968253968254,106.795606388889
171,b22,2018-01-28,56.0,41.076512896823,75.9217757936507,22.0841358333333
172,b23,2018-01-28,41.0,41.076512896823,78.7708829365082,115.519945555556
173,b24,2018-01-28,100.0,41.076512896823,70.9508928571425,7.3643875
174,b25,2018-01-28,100.0,41.076512896823,72.1858630952382,15.3770825
175,b26,2018-01-28,98.0,41.076512896823,71.8794146825398,6.25616611111111
177,b28,2018-01-28,100.0,41.076512896823,74.6881448412698,45.8202269444444
178,b29,2018-01-28,96.0,41.076512896823,72.1875496031747,25.8560494444444
179,b30,2018-01-28,100.0,41.076512896823,76.3775793650803,6.22891055555556
180,b31,2018-01-28,74.0,41.076512896823,74.7420138888889,133.200723055556
182,b33,2018-01-28,91.0,41.076512896823,72.317658730159,75.5126086111111
183,c34,2018-01-28,66.0,41.076512896823,72.8376984126982,167.122936944444
184,c35,2018-01-28,98.0,41.076512896823,68.9102678571429,66.0749408333333
185,c36,2018-01-28,85.0,41.076512896823,69.9264384920637,43.9986016666667
186,c37,2018-01-28,83.0,41.076512896823,72.8406746031747,12.7485011111111
187,c38,2018-01-28,83.0,41.076512896823,72.6616071428574,36.279335
188,c39,2018-01-28,68.0,41.076512896823,75.7462301587303,148.536947777778
189,c40,2018-01-28,76.0,41.076512896823,75.708134920635,89.2503258333333
190,c41,2018-01-28,99.0,41.076512896823,69.333779761905,0.0
191,c42,2018-01-28,64.0,41.076512896823,77.1598214285713,126.64325
192,c43,2018-01-28,39.0,41.076512896823,78.8052331349207,127.965658611111
193,c44,2018-01-28,39.0,41.076512896823,78.2405753968258,155.660194166667
194,c45,2018-01-28,53.0,41.076512896823,78.2708333333331,181.300259722222
195,c46,2018-01-28,71.0,41.076512896823,72.61185515873,132.186156388889
196,c47,2018-01-28,68.0,41.076512896823,74.9622023809525,141.667613611111
197,c48,2018-01-28,94.0,41.076512896823,71.4991567460321,148.529292777778
198,c49,2018-01-28,83.0,41.076512896823,72.5903769841269,63.5622275
199,c50,2018-01-28,52.0,41.076512896823,76.5364087301582,156.035902777778
200,a1,2018-02-04,96.0,30.0657738095223,70.0857429718875,61.3493738888889
201,a10,2018-02-04,70.0,30.0657738095223,72.5190724206351,131.618240277778
202,a11,2018-02-04,72.0,30.0657738095223,71.6193948412698,277.716250555556
203,a12,2018-02-04,63.0,30.0657738095223,73.5290922619048,100.323338055556
204,a13,2018-02-04,100.0,30.0657738095223,67.1810019841269,1.1950375
207,a16,2018-02-04,2.0,30.0657738095223,74.1615079365081,636.5484525
208,a2,2018-02-04,55.0,30.0657738095223,75.2898809523811,418.0925225
209,a3,2018-02-04,40.0,30.0657738095223,76.6797123015867,239.204355
211,a5,2018-02-04,64.0,30.0657738095223,75.676810515873,118.032515
212,a6,2018-02-04,25.0,30.0657738095223,74.5773561507934,315.145799722222
213,a7,2018-02-04,49.0,30.0657738095223,75.8775545634917,156.970571388889
214,a8,2018-02-04,73.0,30.0657738095223,73.2632440476189,185.915041666667
215,a9,2018-02-04,44.0,30.0657738095223,78.589186507936,274.598327222222
216,b17,2018-02-04,79.0,30.0657738095223,74.3405753968251,244.3548325
217,b18,2018-02-04,92.0,30.0657738095223,70.6267210144928,111.697375277778
218,b19,2018-02-04,21.0,30.0657738095223,76.1791914682537,0.0
219,b20,2018-02-04,94.0,30.0657738095223,73.6304811507938,7.40893444444444
220,b21,2018-02-04,85.0,30.0657738095223,71.7610119047622,185.403474722222
221,b22,2018-02-04,44.0,30.0657738095223,75.6401537698414,66.31197
222,b23,2018-02-04,46.0,30.0657738095223,78.6682539682537,196.982554722222
223,b24,2018-02-04,100.0,30.0657738095223,70.4809275793656,7.17317055555556
224,b25,2018-02-04,95.0,30.0657738095223,70.3858630952382,35.3862472222222
225,b26,2018-02-04,97.0,30.0657738095223,71.7590277777775,7.27173361111111
227,b28,2018-02-04,100.0,30.0657738095223,73.793675595238,45.7596272222222
228,b29,2018-02-04,62.0,30.0657738095223,73.493998015873,145.171588611111
229,b30,2018-02-04,100.0,30.0657738095223,75.9151537698416,6.06835722222222
230,b31,2018-02-04,67.0,30.0657738095223,74.676240079365,254.805615833333
232,b33,2018-02-04,89.0,30.0657738095223,72.6374007936506,123.813311111111
233,c34,2018-02-04,83.0,30.0657738095223,70.5895089285716,197.256550277778
234,c35,2018-02-04,98.0,30.0657738095223,69.0778273809526,158.125205
235,c36,2018-02-04,85.0,30.0657738095223,69.742931547619,123.181726388889
236,c37,2018-02-04,81.0,30.0657738095223,72.6912698412699,24.4822683333333
237,c38,2018-02-04,70.0,30.0657738095223,73.6188492063491,109.501762777778
238,c39,2018-02-04,67.0,30.0657738095223,75.3811802232857,166.8700075
239,c40,2018-02-04,66.0,30.0657738095223,75.8510933333332,160.048914444444
240,c41,2018-02-04,99.0,30.0657738095223,70.9923363095238,0.0
241,c42,2018-02-04,68.0,30.0657738095223,76.5978966986153,186.8238575
242,c43,2018-02-04,50.0,30.0657738095223,78.3942758253461,202.129411111111
243,c44,2018-02-04,47.0,30.0657738095223,77.644494047619,244.953172777778
244,c45,2018-02-04,61.0,30.0657738095223,78.5045386904758,284.228574166667
245,c46,2018-02-04,70.0,30.0657738095223,72.5677579365078,235.830664722222
246,c47,2018-02-04,59.0,30.0657738095223,75.3906498015872,261.488477777778
247,c48,2018-02-04,90.0,30.0657738095223,70.740590111643,196.462145555556
248,c49,2018-02-04,82.0,30.0657738095223,72.2635168650795,106.275050833333
249,c50,2018-02-04,45.0,30.0657738095223,76.3422867063489,275.910801666667
250,a1,2018-02-11,96.0,25.9416666666672,69.7850942460319,103.343006666667
251,a10,2018-02-11,73.0,25.9416666666672,71.9019593253966,155.251924722222
252,a11,2018-02-11,78.0,25.9416666666672,71.2985615079366,271.460759166667
253,a12,2018-02-11,59.0,25.9416666666672,73.9562996031746,123.256559444444
254,a13,2018-02-11,100.0,25.9416666666672,66.3598710317457,1.17304277777778
257,a16,2018-02-11,28.0,25.9416666666672,72.7269593253968,604.860306944444
258,a2,2018-02-11,50.0,25.9416666666672,75.2479166666666,439.937207777778
259,a3,2018-02-11,33.0,25.9416666666672,77.2816716269843,324.891220277778
261,a5,2018-02-11,63.0,25.9416666666672,75.7557291666666,146.206197777778
262,a6,2018-02-11,24.0,25.9416666666672,74.5639136904759,334.120835555556
263,a7,2018-02-11,52.0,25.9416666666672,76.6072916666666,172.136515277778
264,a8,2018-02-11,58.0,25.9416666666672,74.3583581349206,237.991158055556
265,a9,2018-02-11,39.0,25.9416666666672,78.5721230158725,343.828353333333
266,b17,2018-02-11,69.0,25.9416666666672,74.6685267857141,262.048150555556
267,b18,2018-02-11,84.0,25.9416666666672,70.3347685998827,186.389758333333
268,b19,2018-02-11,30.0,25.9416666666672,75.9121031746034,0.0
269,b20,2018-02-11,63.0,25.9416666666672,73.9066736183526,38.2990986111111
270,b21,2018-02-11,82.0,25.9416666666672,72.4719990079366,174.210738055556
271,b22,2018-02-11,51.0,25.9416666666672,75.6010912698412,67.271255
272,b23,2018-02-11,43.0,25.9416666666672,78.6374338624338,205.726599166667
273,b24,2018-02-11,100.0,25.9416666666672,69.5170700636943,5.59754555555556
274,b25,2018-02-11,72.0,25.9416666666672,74.7794146825401,149.069858611111
275,b26,2018-02-11,98.0,25.9416666666672,71.4051587301589,7.30652444444444
277,b28,2018-02-11,78.0,25.9416666666672,73.7820188492064,122.368596388889
278,b29,2018-02-11,76.0,25.9416666666672,73.2975942460318,157.741898333333
279,b30,2018-02-11,100.0,25.9416666666672,76.1129464285713,6.01767833333333
280,b31,2018-02-11,73.0,25.9416666666672,73.2399553571431,259.445025833333
282,b33,2018-02-11,90.0,25.9416666666672,72.5468998015873,174.191623888889
283,c34,2018-02-11,61.0,25.9416666666672,72.1188495120698,381.078577777778
284,c35,2018-02-11,98.0,25.9416666666672,68.6862103174604,174.510911944444
285,c36,2018-02-11,85.0,25.9416666666672,69.7384920634921,117.431883888889
286,c37,2018-02-11,80.0,25.9416666666672,73.9004464285715,7.97776055555556
287,c38,2018-02-11,69.0,25.9416666666672,73.7600942460318,131.807081388889
288,c39,2018-02-11,61.0,25.9416666666672,75.4348462301585,164.328538888889
289,c40,2018-02-11,76.0,25.9416666666672,75.5071428571429,174.680679166667
290,c41,2018-02-11,90.0,25.9416666666672,71.2025049603175,0.0
291,c42,2018-02-11,71.0,25.9416666666672,75.5780257936507,162.012133611111
292,c43,2018-02-11,37.0,25.9416666666672,78.7605902777783,210.574030833333
293,c44,2018-02-11,40.0,25.9416666666672,78.2923115079363,230.385780555556
294,c45,2018-02-11,54.0,25.9416666666672,78.6595238095233,282.116965555556
295,c46,2018-02-11,73.0,25.9416666666672,72.5797961317302,244.584935
296,c47,2018-02-11,74.0,25.9416666666672,73.5879712301591,217.200831111111
297,c48,2018-02-11,79.0,25.9416666666672,70.607589285714,290.179114444444
298,c49,2018-02-11,86.0,25.9416666666672,72.2863839285716,109.457732222222
299,c50,2018-02-11,50.0,25.9416666666672,76.7511904761901,311.7220675
300,a1,2018-02-18,95.0,37.1606398809529,70.5223214285715,47.5736511111111
301,a10,2018-02-18,78.0,37.1606398809529,72.5341765873018,93.0902180555556
302,a11,2018-02-18,82.0,37.1606398809529,71.5662202380953,155.127433888889
303,a12,2018-02-18,70.0,37.1606398809529,73.5564842958461,68.9378972222222
304,a13,2018-02-18,100.0,37.1606398809529,67.6460317460314,1.36272833333333
307,a16,2018-02-18,14.0,37.1606398809529,75.0172619047618,673.290418333333
308,a2,2018-02-18,50.0,37.1606398809529,74.8918154761906,385.868185833333
309,a3,2018-02-18,41.0,37.1606398809529,76.0015376984126,235.665301944444
311,a5,2018-02-18,75.0,37.1606398809529,75.0931051587303,89.4729805555556
312,a6,2018-02-18,24.0,37.1606398809529,74.6225942460318,255.580680833333
313,a7,2018-02-18,62.0,37.1606398809529,76.2331845238095,116.729564722222
314,a8,2018-02-18,59.0,37.1606398809529,74.8256448412701,152.437030833333
315,a9,2018-02-18,41.0,37.1606398809529,78.6615079365077,242.0617775
316,b17,2018-02-18,87.0,37.1606398809529,73.4865079365078,144.215524444444
317,b18,2018-02-18,92.0,37.1606398809529,70.0400793650797,114.135600555556
318,b19,2018-02-18,29.0,37.1606398809529,75.6809027777778,0.0
319,b20,2018-02-18,65.0,37.1606398809529,73.9961805555558,20.9719088888889
320,b21,2018-02-18,88.0,37.1606398809529,72.6936011904762,120.640887222222
321,b22,2018-02-18,47.0,37.1606398809529,75.7346726190477,37.0289191666667
322,b23,2018-02-18,42.0,37.1606398809529,78.6312500000001,125.854705277778
323,b24,2018-02-18,100.0,37.1606398809529,70.6008432539679,7.57901027777778
324,b25,2018-02-18,84.0,37.1606398809529,73.8354166666665,177.432145277778
325,b26,2018-02-18,98.0,37.1606398809529,71.9779265873017,10.2621433333333
327,b28,2018-02-18,80.0,37.1606398809529,72.9628472222222,38.2269575
328,b29,2018-02-18,85.0,37.1606398809529,72.7853670634921,83.9566908333333
329,b30,2018-02-18,100.0,37.1606398809529,75.822619047619,8.11517638888889
330,b31,2018-02-18,88.0,37.1606398809529,72.0414434523813,118.079837777778
332,b33,2018-02-18,89.0,37.1606398809529,72.4049603174604,93.1067061111111
333,c34,2018-02-18,79.0,37.1606398809529,70.993501984127,210.233208611111
334,c35,2018-02-18,97.0,37.1606398809529,69.7761904761901,129.770064166667
335,c36,2018-02-18,85.0,37.1606398809529,70.0572916666667,59.0294161111111
336,c37,2018-02-18,82.0,37.1606398809529,73.4690476190476,5.87513527777778
337,c38,2018-02-18,78.0,37.1606398809529,73.224652777778,68.8055052777778
338,c39,2018-02-18,57.0,37.1606398809529,75.2265873015873,203.632343055556
339,c40,2018-02-18,74.0,37.1606398809529,75.5786210317462,128.678490277778
340,c41,2018-02-18,96.0,37.1606398809529,70.9646081349207,0.0
341,c42,2018-02-18,95.0,37.1606398809529,72.8453869047616,45.6915202777778
342,c43,2018-02-18,64.0,37.1606398809529,76.301661706349,106.062918888889
343,c44,2018-02-18,46.0,37.1606398809529,77.1035714285715,172.025561388889
344,c45,2018-02-18,52.0,37.1606398809529,78.6666666666661,233.462400555556
345,c46,2018-02-18,75.0,37.1606398809529,72.6266865079365,167.394770555556
346,c47,2018-02-18,69.0,37.1606398809529,73.4859375000002,145.024516388889
347,c48,2018-02-18,91.0,37.1606398809529,68.9864583333332,142.680795
348,c49,2018-02-18,86.0,37.1606398809529,72.6926091269838,67.4422188888889
349,c50,2018-02-18,42.0,37.1606398809529,76.5324900793651,174.843085555556
350,a1,2018-02-25,91.0,48.916666666662,71.5720238095238,21.4693105555556
351,a10,2018-02-25,90.0,48.916666666662,72.4156746031747,24.8493777777778
352,a11,2018-02-25,81.0,48.916666666662,71.3475694444446,92.0182625
353,a12,2018-02-25,83.0,48.916666666662,72.7757936507939,31.1582522222222
354,a13,2018-02-25,100.0,48.916666666662,68.9347718253964,1.37636611111111
357,a16,2018-02-25,38.0,48.916666666662,75.1301587301589,496.159003055556
358,a2,2018-02-25,62.0,48.916666666662,73.2426587301588,221.870548055556
359,a3,2018-02-25,57.0,48.916666666662,74.2955357142863,63.6138408333333
361,a5,2018-02-25,78.0,48.916666666662,75.9974206349206,55.3287841666667
362,a6,2018-02-25,71.0,48.916666666662,74.4470238095235,73.8251594444444
363,a7,2018-02-25,77.0,48.916666666662,75.8585813492063,82.1038533333333
364,a8,2018-02-25,62.0,48.916666666662,75.2388392857143,78.8547580555556
365,a9,2018-02-25,38.0,48.916666666662,78.7667658730158,151.953073333333
366,b17,2018-02-25,95.0,48.916666666662,72.9924107142857,75.3844616666667
367,b18,2018-02-25,98.0,48.916666666662,69.7322916666667,22.2788952777778
368,b19,2018-02-25,24.0,48.916666666662,75.9026289682541,0.0
369,b20,2018-02-25,53.0,48.916666666662,74.9857638888888,23.4406647222222
370,b21,2018-02-25,99.0,48.916666666662,73.4249999999996,74.4134569444445
371,b22,2018-02-25,57.0,48.916666666662,76.1180555555556,18.5645302777778
372,b23,2018-02-25,46.0,48.916666666662,78.648660714286,73.4253555555556
373,b24,2018-02-25,100.0,48.916666666662,71.8610615079366,7.86401222222222
374,b25,2018-02-25,77.0,48.916666666662,74.4949900793651,71.6116672222222
375,b26,2018-02-25,98.0,48.916666666662,72.1518353174604,7.992385
377,b28,2018-02-25,72.0,48.916666666662,74.0511408730159,48.2246658333333
378,b29,2018-02-25,80.0,48.916666666662,73.608531746032,38.0137144444444
379,b30,2018-02-25,100.0,48.916666666662,76.3170634920631,8.11750833333333
380,b31,2018-02-25,88.0,48.916666666662,72.7776785714291,69.6759036111111
382,b33,2018-02-25,95.0,48.916666666662,72.4857142857141,33.1315180555556
383,c34,2018-02-25,72.0,48.916666666662,72.0723214285716,58.2534677777778
384,c35,2018-02-25,94.0,48.916666666662,70.3299107142859,57.0204677777778
385,c36,2018-02-25,85.0,48.916666666662,70.9652281746033,15.5473897222222
386,c37,2018-02-25,82.0,48.916666666662,73.9492559523806,5.36075305555556
387,c38,2018-02-25,77.0,48.916666666662,74.1541666666666,23.6033547222222
388,c39,2018-02-25,57.0,48.916666666662,75.9800099206347,107.158945
389,c40,2018-02-25,92.0,48.916666666662,74.9100446428571,17.6685788888889
390,c41,2018-02-25,96.0,48.916666666662,70.7448908730158,0.0
391,c42,2018-02-25,95.0,48.916666666662,73.2817460317461,24.2230322222222
392,c43,2018-02-25,51.0,48.916666666662,78.049975198413,77.0716391666667
393,c44,2018-02-25,65.0,48.916666666662,76.602777777778,125.779510833333
394,c45,2018-02-25,52.0,48.916666666662,78.7221726190475,139.8284775
395,c46,2018-02-25,75.0,48.916666666662,72.8340277777778,72.4518913888889
396,c47,2018-02-25,64.0,48.916666666662,74.8102678571432,95.2043144444444
